"sp","value_rmodificator","p_change","qual_change"
"pyura chilensis",0.0052,0.213376239,"Less than 5% change"
"semimytilus algosus",0.0052,0.706331226,"Less than 5% change"
"gulls",0.0052,0.228004749,"Less than 5% change"
"cinclodes nigrofumosus",0.0052,0.003062426,"Less than 5% change"
"Echinolittorina peruviana",0.0052,-67.78183091,"Decrease"
"austrolittorina araucana",0.0052,-65.58751337,"Decrease"
"onchidella sp. ",0.0052,-21.80206727,"Decrease"
"Allelopetrolisthes punctatus",0.0052,-0.002176184,"Less than 5% change"
"petrolisthes spinifrons",0.0052,-0.002176184,"Less than 5% change"
"petrolisthes angulosus",0.0052,-0.002176184,"Less than 5% change"
"petrolisthes tuberculatus",0.0052,-0.002176184,"Less than 5% change"
"petrolisthes tuberculosus",0.0052,-0.002176184,"Less than 5% change"
"trimusculus peruvianus",0.0052,-21.73067617,"Decrease"
"lessonia nigrescens j",0.0052,154.7923721,"Increase"
"algae",0.0052,-1.267833159,"Less than 5% change"
"acanthina monodon",0.0053,0.386001893,"Less than 5% change"
"acanthocyclus gayi",0.0053,0.324855956,"Less than 5% change"
"acanthocyclus hassleri",0.0053,0.323703921,"Less than 5% change"
"acanthopleura echinata",0.0053,0.447498735,"Less than 5% change"
"chaetopleura peruviana",0.0053,0.505292097,"Less than 5% change"
"chiton  cummingsi",0.0053,1.09653366,"Less than 5% change"
"chiton  granosus",0.0053,0.85158692,"Less than 5% change"
"chiton  latus",0.0053,1.042535308,"Less than 5% change"
"lottia  orbignyi",0.0053,1.069043534,"Less than 5% change"
"concholepas concholepas",0.0053,0.294505636,"Less than 5% change"
"enoplochiton  niger",0.0053,0.517232258,"Less than 5% change"
"fissurella  costata",0.0053,0.321474471,"Less than 5% change"
"fissurella  crassa",0.0053,0.422688098,"Less than 5% change"
"fissurella  cummingi",0.0053,0.435187402,"Less than 5% change"
"fissurella  limbata",0.0053,1.362774073,"Less than 5% change"
"fissurella  maxima",0.0053,0.464561171,"Less than 5% change"
"fissurella  picta",0.0053,0.442915531,"Less than 5% change"
"fissurella  puhlcra",0.0053,0.442915531,"Less than 5% change"
"heliaster helianthus",0.0053,0.286975474,"Less than 5% change"
"scurria  araucana",0.0053,1.069286082,"Less than 5% change"
"scurria  ceciliana",0.0053,1.080637116,"Less than 5% change"
"scurria  plana",0.0053,1.07291691,"Less than 5% change"
"scurria scurra",0.0053,-38.06769399,"Decrease"
"scurria variabilis",0.0053,1.126599035,"Less than 5% change"
"scurria viridula",0.0053,1.203700694,"Less than 5% change"
"scurria zebrina",0.0053,1.218789524,"Less than 5% change"
"siphonaria lesoni",0.0053,1.03675562,"Less than 5% change"
"stichaster striatus",0.0053,0.391496021,"Less than 5% change"
"tegula atra",0.0053,73.61086916,"Increase"
"Tonicia lineolata",0.0053,-0.504090109,"Less than 5% change"
"tonicia  chilensis",0.0053,-0.504090109,"Less than 5% change"
"tonicia  elegans",0.0053,-0.504090109,"Less than 5% change"
"anthotoe spp.",0.0053,0.424336257,"Less than 5% change"
"austromegabalanus psittacus",0.0053,0.394981383,"Less than 5% change"
"balanus laevis",0.0053,0.727449537,"Less than 5% change"
"brachidontes granulata",0.0053,0.253267017,"Less than 5% change"
"bunodactis spp.",0.0053,0.424336257,"Less than 5% change"
"Oulactis concinnata",0.0053,0.424336257,"Less than 5% change"
"jhelius cirratus",0.0053,0.516951392,"Less than 5% change"
"lessonia nigrescens a",0.0053,-22.63727206,"Decrease"
"nothobalanus flosculus",0.0053,0.950810842,"Less than 5% change"
"nothochthamalus scabrosus",0.0053,0.541427189,"Less than 5% change"
"parantheopsis ",0.0053,0.424336257,"Less than 5% change"
"perumytilus purpuratus",0.0053,1.20949474,"Less than 5% change"
"phragmatopoma spp.",0.0053,0.215335535,"Less than 5% change"
"phymactis spp.",0.0053,0.424336257,"Less than 5% change"
"pyura chilensis",0.0053,0.209196078,"Less than 5% change"
"semimytilus algosus",0.0053,0.695720325,"Less than 5% change"
"gulls",0.0053,0.224398617,"Less than 5% change"
"cinclodes nigrofumosus",0.0053,0.002985311,"Less than 5% change"
"Echinolittorina peruviana",0.0053,-68.07638863,"Decrease"
"austrolittorina araucana",0.0053,-65.88957605,"Decrease"
"onchidella sp. ",0.0053,-21.95402138,"Decrease"
"Allelopetrolisthes punctatus",0.0053,-0.002141401,"Less than 5% change"
"petrolisthes spinifrons",0.0053,-0.002141401,"Less than 5% change"
"petrolisthes angulosus",0.0053,-0.002141401,"Less than 5% change"
"petrolisthes tuberculatus",0.0053,-0.002141401,"Less than 5% change"
"petrolisthes tuberculosus",0.0053,-0.002141401,"Less than 5% change"
"trimusculus peruvianus",0.0053,-21.8821466,"Decrease"
"lessonia nigrescens j",0.0053,155.6626711,"Increase"
"algae",0.0053,-1.276681789,"Less than 5% change"
"acanthina monodon",0.0054,0.379200295,"Less than 5% change"
"acanthocyclus gayi",0.0054,0.318978362,"Less than 5% change"
"acanthocyclus hassleri",0.0054,0.317849142,"Less than 5% change"
"acanthopleura echinata",0.0054,0.43758428,"Less than 5% change"
"chaetopleura peruviana",0.0054,0.49664752,"Less than 5% change"
"chiton  cummingsi",0.0054,1.086323643,"Less than 5% change"
"chiton  granosus",0.0054,0.83987702,"Less than 5% change"
"chiton  latus",0.0054,1.032023365,"Less than 5% change"
"lottia  orbignyi",0.0054,1.058731665,"Less than 5% change"
"concholepas concholepas",0.0054,0.289098801,"Less than 5% change"
"enoplochiton  niger",0.0054,0.503682202,"Less than 5% change"
"fissurella  costata",0.0054,0.307401252,"Less than 5% change"
"fissurella  crassa",0.0054,0.408866515,"Less than 5% change"
"fissurella  cummingi",0.0054,0.421627575,"Less than 5% change"
"fissurella  limbata",0.0054,1.345628507,"Less than 5% change"
"fissurella  maxima",0.0054,0.451044416,"Less than 5% change"
"fissurella  picta",0.0054,0.429365357,"Less than 5% change"
"fissurella  puhlcra",0.0054,0.429365357,"Less than 5% change"
"heliaster helianthus",0.0054,0.281701702,"Less than 5% change"
"scurria  araucana",0.0054,1.058990306,"Less than 5% change"
"scurria  ceciliana",0.0054,1.070390344,"Less than 5% change"
"scurria  plana",0.0054,1.06263503,"Less than 5% change"
"scurria scurra",0.0054,-37.9473086,"Decrease"
"scurria variabilis",0.0054,1.116466403,"Less than 5% change"
"scurria viridula",0.0054,1.193616132,"Less than 5% change"
"scurria zebrina",0.0054,1.208685954,"Less than 5% change"
"siphonaria lesoni",0.0054,1.026152993,"Less than 5% change"
"stichaster striatus",0.0054,0.384591983,"Less than 5% change"
"tegula atra",0.0054,74.04192127,"Increase"
"Tonicia lineolata",0.0054,-0.522948154,"Less than 5% change"
"tonicia  chilensis",0.0054,-0.522948154,"Less than 5% change"
"tonicia  elegans",0.0054,-0.522948154,"Less than 5% change"
"anthotoe spp.",0.0054,0.416866696,"Less than 5% change"
"austromegabalanus psittacus",0.0054,0.387586503,"Less than 5% change"
"balanus laevis",0.0054,0.719342071,"Less than 5% change"
"brachidontes granulata",0.0054,0.248427233,"Less than 5% change"
"bunodactis spp.",0.0054,0.416866696,"Less than 5% change"
"Oulactis concinnata",0.0054,0.416866696,"Less than 5% change"
"jhelius cirratus",0.0054,0.499680694,"Less than 5% change"
"lessonia nigrescens a",0.0054,-22.56448853,"Decrease"
"nothobalanus flosculus",0.0054,0.936052676,"Less than 5% change"
"nothochthamalus scabrosus",0.0054,0.524028721,"Less than 5% change"
"parantheopsis ",0.0054,0.416866696,"Less than 5% change"
"perumytilus purpuratus",0.0054,1.192759526,"Less than 5% change"
"phragmatopoma spp.",0.0054,0.211220973,"Less than 5% change"
"phymactis spp.",0.0054,0.416866696,"Less than 5% change"
"pyura chilensis",0.0054,0.205198875,"Less than 5% change"
"semimytilus algosus",0.0054,0.685576664,"Less than 5% change"
"gulls",0.0054,0.220951206,"Less than 5% change"
"cinclodes nigrofumosus",0.0054,0.0029116,"Less than 5% change"
"Echinolittorina peruviana",0.0054,-68.35666187,"Decrease"
"austrolittorina araucana",0.0054,-66.17716524,"Decrease"
"onchidella sp. ",0.0054,-22.09959365,"Decrease"
"Allelopetrolisthes punctatus",0.0054,-0.002108147,"Less than 5% change"
"petrolisthes spinifrons",0.0054,-0.002108147,"Less than 5% change"
"petrolisthes angulosus",0.0054,-0.002108147,"Less than 5% change"
"petrolisthes tuberculatus",0.0054,-0.002108147,"Less than 5% change"
"petrolisthes tuberculosus",0.0054,-0.002108147,"Less than 5% change"
"trimusculus peruvianus",0.0054,-22.02725571,"Decrease"
"lessonia nigrescens j",0.0054,156.4966981,"Increase"
"algae",0.0054,-1.285158952,"Less than 5% change"
"acanthina monodon",0.0055,0.37269027,"Less than 5% change"
"acanthocyclus gayi",0.0055,0.313352577,"Less than 5% change"
"acanthocyclus hassleri",0.0055,0.312245193,"Less than 5% change"
"acanthopleura echinata",0.0055,0.428093675,"Less than 5% change"
"chaetopleura peruviana",0.0055,0.488373804,"Less than 5% change"
"chiton  cummingsi",0.0055,1.076559097,"Less than 5% change"
"chiton  granosus",0.0055,0.828671664,"Less than 5% change"
"chiton  latus",0.0055,1.021969268,"Less than 5% change"
"lottia  orbignyi",0.0055,1.048869356,"Less than 5% change"
"concholepas concholepas",0.0055,0.283923526,"Less than 5% change"
"enoplochiton  niger",0.0055,0.490710885,"Less than 5% change"
"fissurella  costata",0.0055,0.293926443,"Less than 5% change"
"fissurella  crassa",0.0055,0.395633957,"Less than 5% change"
"fissurella  cummingi",0.0055,0.408645871,"Less than 5% change"
"fissurella  limbata",0.0055,1.329220465,"Less than 5% change"
"fissurella  maxima",0.0055,0.43810433,"Less than 5% change"
"fissurella  picta",0.0055,0.416392996,"Less than 5% change"
"fissurella  puhlcra",0.0055,0.416392996,"Less than 5% change"
"heliaster helianthus",0.0055,0.276653782,"Less than 5% change"
"scurria  araucana",0.0055,1.049143414,"Less than 5% change"
"scurria  ceciliana",0.0055,1.060590474,"Less than 5% change"
"scurria  plana",0.0055,1.052801469,"Less than 5% change"
"scurria scurra",0.0055,-37.83232494,"Decrease"
"scurria variabilis",0.0055,1.106776247,"Less than 5% change"
"scurria viridula",0.0055,1.183972732,"Less than 5% change"
"scurria zebrina",0.0055,1.199024487,"Less than 5% change"
"siphonaria lesoni",0.0055,1.01601203,"Less than 5% change"
"stichaster striatus",0.0055,0.377983912,"Less than 5% change"
"tegula atra",0.0055,74.45576708,"Increase"
"Tonicia lineolata",0.0055,-0.54101274,"Less than 5% change"
"tonicia  chilensis",0.0055,-0.54101274,"Less than 5% change"
"tonicia  elegans",0.0055,-0.54101274,"Less than 5% change"
"anthotoe spp.",0.0055,0.409717407,"Less than 5% change"
"austromegabalanus psittacus",0.0055,0.380508226,"Less than 5% change"
"balanus laevis",0.0055,0.711586975,"Less than 5% change"
"brachidontes granulata",0.0055,0.243794521,"Less than 5% change"
"bunodactis spp.",0.0055,0.409717407,"Less than 5% change"
"Oulactis concinnata",0.0055,0.409717407,"Less than 5% change"
"jhelius cirratus",0.0055,0.483147568,"Less than 5% change"
"lessonia nigrescens a",0.0055,-22.49497966,"Decrease"
"nothobalanus flosculus",0.0055,0.921930468,"Less than 5% change"
"nothochthamalus scabrosus",0.0055,0.50737349,"Less than 5% change"
"parantheopsis ",0.0055,0.409717407,"Less than 5% change"
"perumytilus purpuratus",0.0055,1.17674683,"Less than 5% change"
"phragmatopoma spp.",0.0055,0.207282449,"Less than 5% change"
"phymactis spp.",0.0055,0.409717407,"Less than 5% change"
"pyura chilensis",0.0055,0.201372686,"Less than 5% change"
"semimytilus algosus",0.0055,0.675869571,"Less than 5% change"
"gulls",0.0055,0.217652101,"Less than 5% change"
"cinclodes nigrofumosus",0.0055,0.002841067,"Less than 5% change"
"Echinolittorina peruviana",0.0055,-68.62366541,"Decrease"
"austrolittorina araucana",0.0055,-66.45129762,"Decrease"
"onchidella sp. ",0.0055,-22.23918333,"Decrease"
"Allelopetrolisthes punctatus",0.0055,-0.002076321,"Less than 5% change"
"petrolisthes spinifrons",0.0055,-0.002076321,"Less than 5% change"
"petrolisthes angulosus",0.0055,-0.002076321,"Less than 5% change"
"petrolisthes tuberculatus",0.0055,-0.002076321,"Less than 5% change"
"petrolisthes tuberculosus",0.0055,-0.002076321,"Less than 5% change"
"trimusculus peruvianus",0.0055,-22.16640146,"Decrease"
"lessonia nigrescens j",0.0055,157.2967077,"Increase"
"algae",0.0055,-1.293287876,"Less than 5% change"
"acanthina monodon",0.0056,0.366453185,"Less than 5% change"
"acanthocyclus gayi",0.0056,0.307962516,"Less than 5% change"
"acanthocyclus hassleri",0.0056,0.306876055,"Less than 5% change"
"acanthopleura echinata",0.0056,0.418999904,"Less than 5% change"
"chaetopleura peruviana",0.0056,0.480447233,"Less than 5% change"
"chiton  cummingsi",0.0056,1.067211094,"Less than 5% change"
"chiton  granosus",0.0056,0.817938453,"Less than 5% change"
"chiton  latus",0.0056,1.012343331,"Less than 5% change"
"lottia  orbignyi",0.0056,1.039427433,"Less than 5% change"
"concholepas concholepas",0.0056,0.278965026,"Less than 5% change"
"enoplochiton  niger",0.0056,0.478281452,"Less than 5% change"
"fissurella  costata",0.0056,0.281012095,"Less than 5% change"
"fissurella  crassa",0.0056,0.382952991,"Less than 5% change"
"fissurella  cummingi",0.0056,0.396205536,"Less than 5% change"
"fissurella  limbata",0.0056,1.313502664,"Less than 5% change"
"fissurella  maxima",0.0056,0.425704227,"Less than 5% change"
"fissurella  picta",0.0056,0.403961705,"Less than 5% change"
"fissurella  puhlcra",0.0056,0.403961705,"Less than 5% change"
"heliaster helianthus",0.0056,0.271817296,"Less than 5% change"
"scurria  araucana",0.0056,1.039716276,"Less than 5% change"
"scurria  ceciliana",0.0056,1.051208493,"Less than 5% change"
"scurria  plana",0.0056,1.043387131,"Less than 5% change"
"scurria scurra",0.0056,-37.7223833,"Decrease"
"scurria variabilis",0.0056,1.097499807,"Less than 5% change"
"scurria viridula",0.0056,1.174741773,"Less than 5% change"
"scurria zebrina",0.0056,1.189776334,"Less than 5% change"
"siphonaria lesoni",0.0056,1.006302806,"Less than 5% change"
"stichaster striatus",0.0056,0.371652894,"Less than 5% change"
"tegula atra",0.0056,74.85343036,"Increase"
"Tonicia lineolata",0.0056,-0.558333663,"Less than 5% change"
"tonicia  chilensis",0.0056,-0.558333663,"Less than 5% change"
"tonicia  elegans",0.0056,-0.558333663,"Less than 5% change"
"anthotoe spp.",0.0056,0.402867918,"Less than 5% change"
"austromegabalanus psittacus",0.0056,0.373726342,"Less than 5% change"
"balanus laevis",0.0056,0.704161449,"Less than 5% change"
"brachidontes granulata",0.0056,0.239355674,"Less than 5% change"
"bunodactis spp.",0.0056,0.402867918,"Less than 5% change"
"Oulactis concinnata",0.0056,0.402867918,"Less than 5% change"
"jhelius cirratus",0.0056,0.467305052,"Less than 5% change"
"lessonia nigrescens a",0.0056,-22.42852682,"Decrease"
"nothobalanus flosculus",0.0056,0.908403382,"Less than 5% change"
"nothochthamalus scabrosus",0.0056,0.491414163,"Less than 5% change"
"parantheopsis ",0.0056,0.402867918,"Less than 5% change"
"perumytilus purpuratus",0.0056,1.161410169,"Less than 5% change"
"phragmatopoma spp.",0.0056,0.203508732,"Less than 5% change"
"phymactis spp.",0.0056,0.402867918,"Less than 5% change"
"pyura chilensis",0.0056,0.197706603,"Less than 5% change"
"semimytilus algosus",0.0056,0.666571044,"Less than 5% change"
"gulls",0.0056,0.214491794,"Less than 5% change"
"cinclodes nigrofumosus",0.0056,0.00277351,"Less than 5% change"
"Echinolittorina peruviana",0.0056,-68.87831992,"Decrease"
"austrolittorina araucana",0.0056,-66.71289665,"Decrease"
"onchidella sp. ",0.0056,-22.37315655,"Decrease"
"Allelopetrolisthes punctatus",0.0056,-0.002045833,"Less than 5% change"
"petrolisthes spinifrons",0.0056,-0.002045833,"Less than 5% change"
"petrolisthes angulosus",0.0056,-0.002045833,"Less than 5% change"
"petrolisthes tuberculatus",0.0056,-0.002045833,"Less than 5% change"
"petrolisthes tuberculosus",0.0056,-0.002045833,"Less than 5% change"
"trimusculus peruvianus",0.0056,-22.29994881,"Decrease"
"lessonia nigrescens j",0.0056,158.0647683,"Increase"
"algae",0.0056,-1.301089866,"Less than 5% change"
"acanthina monodon",0.0057,0.360471984,"Less than 5% change"
"acanthocyclus gayi",0.0057,0.302793459,"Less than 5% change"
"acanthocyclus hassleri",0.0057,0.301727061,"Less than 5% change"
"acanthopleura echinata",0.0057,0.41027823,"Less than 5% change"
"chaetopleura peruviana",0.0057,0.472846099,"Less than 5% change"
"chiton  cummingsi",0.0057,1.058253188,"Less than 5% change"
"chiton  granosus",0.0057,0.807647744,"Less than 5% change"
"chiton  latus",0.0057,1.003118417,"Less than 5% change"
"lottia  orbignyi",0.0057,1.030379228,"Less than 5% change"
"concholepas concholepas",0.0057,0.274209768,"Less than 5% change"
"enoplochiton  niger",0.0057,0.466360156,"Less than 5% change"
"fissurella  costata",0.0057,0.26862345,"Less than 5% change"
"fissurella  crassa",0.0057,0.370789336,"Less than 5% change"
"fissurella  cummingi",0.0057,0.38427291,"Less than 5% change"
"fissurella  limbata",0.0057,1.298431834,"Less than 5% change"
"fissurella  maxima",0.0057,0.413810515,"Less than 5% change"
"fissurella  picta",0.0057,0.392037841,"Less than 5% change"
"fissurella  puhlcra",0.0057,0.392037841,"Less than 5% change"
"heliaster helianthus",0.0057,0.267179042,"Less than 5% change"
"scurria  araucana",0.0057,1.030682261,"Less than 5% change"
"scurria  ceciliana",0.0057,1.04221788,"Less than 5% change"
"scurria  plana",0.0057,1.034365417,"Less than 5% change"
"scurria scurra",0.0057,-37.61715558,"Decrease"
"scurria variabilis",0.0057,1.0886108,"Less than 5% change"
"scurria viridula",0.0057,1.165897009,"Less than 5% change"
"scurria zebrina",0.0057,1.180915188,"Less than 5% change"
"siphonaria lesoni",0.0057,0.996997963,"Less than 5% change"
"stichaster striatus",0.0057,0.365581615,"Less than 5% change"
"tegula atra",0.0057,75.23585407,"Increase"
"Tonicia lineolata",0.0057,-0.574956576,"Less than 5% change"
"tonicia  chilensis",0.0057,-0.574956576,"Less than 5% change"
